Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,AnnualTechnologyEmission,NewCapacity,TotalTechnologyAnnualActivity,TotalCapacityAnnual,AnnualVariableOperatingCost,CapitalInvestmentStorage,CapitalInvestment,AnnualFixedOperatingCost
Scenario1,0,RE1,,BESS_TECH,,2046,,,,,,,,,,,,,3.644901868290342,,,,
Scenario1,0,RE1,,BESS_TECH,,2047,,,,,,,,,,,,,4.0716708967678015,,,,
Scenario1,0,RE1,,BESS_TECH,,2048,,,,,,,,,,,,,4.606689952941601,,,,
Scenario1,0,RE1,,BESS_TECH,,2049,,,,,,,,,,,,,4.916807237765125,,,,
Scenario1,0,RE1,,BESS_TECH,,2050,,,,,,,,,,,,,5.3213049660905245,,,,
Scenario1,0,RE1,,DEMCOMELC,,2019,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2020,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2021,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2022,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2023,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2024,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2025,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2026,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2027,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2028,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2029,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2030,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2031,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2032,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2033,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2034,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2035,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2036,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2037,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2038,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2039,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2040,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2041,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2042,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2043,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2044,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2045,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2046,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2047,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2048,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2049,,,,,,,,,,,,,1.1747365095775537,,,,
Scenario1,0,RE1,,DEMCOMELC,,2050,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,DEMINDELC,,2019,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2020,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2021,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2022,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2023,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2024,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2025,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2026,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2027,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2028,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2029,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2030,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2031,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2032,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2033,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2034,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2035,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2036,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2037,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2038,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2039,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2040,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2041,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2042,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2043,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2044,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2045,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2046,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2047,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2048,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2049,,,,,,,,,,,,,4.047028373682548,,,,
Scenario1,0,RE1,,DEMINDELC,,2050,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,DEMRESELC,,2019,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2020,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2021,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2022,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2023,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2024,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2025,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2026,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2027,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2028,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2029,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2030,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2031,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2032,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2033,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2034,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2035,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2036,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2037,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2038,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2039,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2040,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2041,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2042,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2043,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2044,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2045,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2046,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2047,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2048,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2049,,,,,,,,,,,,,2.588292625140001,,,,
Scenario1,0,RE1,,DEMRESELC,,2050,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,EXPELC,,2019,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2020,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2021,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2022,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2023,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2024,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2025,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2026,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2027,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2028,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2029,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2030,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2031,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2032,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2033,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2034,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2035,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2036,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2037,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2038,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2039,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2040,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2041,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2042,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2043,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2044,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2045,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2046,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2047,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2048,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2049,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,EXPELC,,2050,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2019,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2020,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2021,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2022,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2023,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2024,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2025,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2026,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2027,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2028,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2029,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2030,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2031,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2032,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2033,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2034,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2035,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2036,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2037,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2038,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2039,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2040,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2041,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2042,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2043,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2044,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2045,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2046,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2047,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2048,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2049,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPBIO,,2050,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2019,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2020,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2021,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2022,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2023,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2024,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2025,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2026,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2027,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2028,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2029,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2030,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2031,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2032,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2033,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2034,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2035,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2036,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2037,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2038,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2039,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2040,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2041,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2042,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2043,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2044,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2045,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2046,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2047,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2048,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2049,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPCOA,,2050,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPELC001,,2019,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC001,,2020,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC001,,2021,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC001,,2022,,,,,,,,,,,,,0.2,,,,
Scenario1,0,RE1,,IMPELC001,,2023,,,,,,,,,,,,,0.2,,,,
Scenario1,0,RE1,,IMPELC001,,2024,,,,,,,,,,,,,0.2,,,,
Scenario1,0,RE1,,IMPELC001,,2025,,,,,,,,,,,,,0.2,,,,
Scenario1,0,RE1,,IMPELC001,,2026,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2027,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2028,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2029,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2030,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2031,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2032,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2033,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2034,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2035,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2036,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2037,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2038,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2039,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2040,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2041,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2042,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2043,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2044,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2045,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2046,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2047,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2048,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2049,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC001,,2050,,,,,,,,,,,,,0.4,,,,
Scenario1,0,RE1,,IMPELC002,,2019,,,,,,,,,,,,,0.05,,,,
Scenario1,0,RE1,,IMPELC002,,2020,,,,,,,,,,,,,0.05,,,,
Scenario1,0,RE1,,IMPELC002,,2021,,,,,,,,,,,,,0.05,,,,
Scenario1,0,RE1,,IMPELC002,,2022,,,,,,,,,,,,,0.05,,,,
Scenario1,0,RE1,,IMPELC002,,2023,,,,,,,,,,,,,0.05,,,,
Scenario1,0,RE1,,IMPELC002,,2024,,,,,,,,,,,,,0.05,,,,
Scenario1,0,RE1,,IMPELC002,,2025,,,,,,,,,,,,,0.05,,,,
Scenario1,0,RE1,,IMPELC002,,2026,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2027,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2028,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2029,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2030,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2031,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2032,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2033,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2034,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2035,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2036,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2037,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2038,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2039,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2040,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2041,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2042,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2043,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2044,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2045,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2046,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2047,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2048,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2049,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPELC002,,2050,,,,,,,,,,,,,0.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2019,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2020,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2021,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2022,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2023,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2024,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2025,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2026,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2027,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2028,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2029,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2030,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2031,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2032,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2033,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2034,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2035,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2036,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2037,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2038,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2039,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2040,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2041,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2042,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2043,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2044,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2045,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2046,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2047,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2048,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2049,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFOMOM,,2050,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFONAI,,2019,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFONAI,,2020,,,,,,,,,,,,,999999.0,,,,
Scenario1,0,RE1,,IMPHFONAI,,2021,,,,,,,,,,,,,999999.0,,,,
